Entry	Entry name	Length	Gene names  (ordered locus )	Gene ontology IDs	Cross-reference (InterPro)	Keywords	Keyword ID
P23847	DPPA_ECOLI	535	b3544 JW3513	GO:0006935; GO:0015031; GO:0015833; GO:0020037; GO:0030288; GO:0042277; GO:0042938; GO:0043190; GO:0061077; GO:0071916; GO:1904680	IPR030678;IPR039424;IPR023765;IPR000914;	3D-structure;Chemotaxis;Direct protein sequencing;Disulfide bond;Peptide transport;Periplasm;Protein transport;Reference proteome;Signal;Transport	KW-0002; KW-0145; KW-0571; KW-0574; KW-0653; KW-0732; KW-0813; KW-0903; KW-1015; KW-1185
P08192	FOLC_ECOLI	422	b2315 JW2312	GO:0004326; GO:0005524; GO:0005737; GO:0006730; GO:0008841; GO:0009396; GO:0046654; GO:0046656; GO:0046872	IPR001645;IPR018109;IPR036565;IPR004101;IPR036615;IPR013221;	3D-structure;ATP-binding;Folate biosynthesis;Ligase;Magnesium;Metal-binding;Nucleotide-binding;One-carbon metabolism;Reference proteome	KW-0002; KW-0067; KW-0289; KW-0436; KW-0460; KW-0479; KW-0547; KW-0554; KW-1185
P43533	FLGN_ECOLI	138	b1070 JW1057	GO:0005737; GO:0044780	IPR007809;IPR036679;	Bacterial flagellum biogenesis;Cytoplasm;Reference proteome	KW-0963; KW-1005; KW-1185
P31574	FIXB_ECOLI	313	b0042 JW0041	GO:0009055; GO:0009437; GO:0033539; GO:0042413; GO:0050660	IPR029035;IPR014730;IPR001308;IPR014731;IPR018206;IPR023461;IPR014729;	Electron transport;FAD;Flavoprotein;Reference proteome;Transport	KW-0249; KW-0274; KW-0285; KW-0813; KW-1185
P0AC33	FUMA_ECOLI	548	b1612 JW1604	GO:0004333; GO:0005829; GO:0006099; GO:0042802; GO:0046872; GO:0050163; GO:0051539	IPR004646;IPR004647;IPR036660;IPR011167;IPR020557;	4Fe-4S;Direct protein sequencing;Iron;Iron-sulfur;Isomerase;Lyase;Metal-binding;Reference proteome;Tricarboxylic acid cycle	KW-0004; KW-0408; KW-0411; KW-0413; KW-0456; KW-0479; KW-0816; KW-0903; KW-1185
P05825	FEPA_ECOLI	746	b0584 JW5086	GO:0009279; GO:0015344; GO:0015620; GO:0015685; GO:0019904; GO:0022834; GO:0030313; GO:0031230; GO:0033214; GO:0038023; GO:0042912; GO:0042914; GO:0042930; GO:0042931; GO:0044718; GO:0045203	IPR039426;IPR012910;IPR037066;IPR000531;IPR010916;IPR036942;IPR010917;IPR010105;	3D-structure;Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport	KW-0002; KW-0406; KW-0408; KW-0410; KW-0472; KW-0675; KW-0732; KW-0798; KW-0812; KW-0813; KW-0998; KW-1134; KW-1185
P25526	GABD_ECOLI	482	b2661 JW2636	GO:0004777; GO:0006807; GO:0009013; GO:0009450; GO:0036243; GO:0050661; GO:0051289; GO:0102810	IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;IPR010102;	3D-structure;NADP;Oxidoreductase;Reference proteome	KW-0002; KW-0521; KW-0560; KW-1185
P76518	ACOCT_ECOLI	381	b2371 JW2368	GO:0036412	IPR003673;IPR023606;	3D-structure;Reference proteome;Transferase	KW-0002; KW-0808; KW-1185
P76464	A2MGH_ECOLI	1367	b4500 JW2221/JW2222	GO:0004866	IPR011625;IPR001599;IPR002890;IPR008930;	Reference proteome;Signal	KW-0732; KW-1185
P77731	ALLA_ECOLI	160	b0505 JW0493	GO:0000256; GO:0004848; GO:0006145; GO:0050385	IPR011051;IPR007247;IPR023525;IPR024060;	3D-structure;Lyase;Purine metabolism;Reference proteome	KW-0002; KW-0456; KW-0659; KW-1185
P36548	AMIA_ECOLI	289	b2435 JW2428	GO:0008270; GO:0008745; GO:0009253; GO:0030288; GO:0042597; GO:0071555	IPR002508;IPR006311;	Cell wall biogenesis/degradation;Hydrolase;Periplasm;Reference proteome;Signal	KW-0378; KW-0574; KW-0732; KW-0961; KW-1185
P0AB71	ALF_ECOLI	359	b2925 JW2892	GO:0004332; GO:0005829; GO:0006094; GO:0006096; GO:0008270; GO:0042802	IPR013785;IPR000771;IPR006411;	3D-structure;Acetylation;Direct protein sequencing;Glycolysis;Lyase;Metal-binding;Reference proteome;Zinc	KW-0002; KW-0007; KW-0324; KW-0456; KW-0479; KW-0862; KW-0903; KW-1185
P15770	AROE_ECOLI	272	b3281 JW3242	GO:0000166; GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661	IPR036291;IPR041121;IPR011342;IPR013708;IPR022893;IPR006151;	3D-structure;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Direct protein sequencing;NADP;Oxidoreductase;Reference proteome	KW-0002; KW-0028; KW-0057; KW-0521; KW-0560; KW-0903; KW-1185
P77757	ARNC_ECOLI	322	b2254 JW2248	GO:0005886; GO:0009103; GO:0009245; GO:0016020; GO:0016021; GO:0016780; GO:0036108; GO:0046677; GO:0099621	IPR022857;IPR001173;IPR029044;	Antibiotic resistance;Cell inner membrane;Cell membrane;Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	KW-0046; KW-0328; KW-0441; KW-0443; KW-0444; KW-0448; KW-0472; KW-0808; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185
P39334	BDCR_ECOLI	197	b4251 JW4208	GO:0000976; GO:0003700; GO:0006355; GO:0045892	IPR023772;IPR009057;IPR001647;IPR036271;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0804; KW-0805; KW-1185
P0A6E9	BIOD2_ECOLI	231	b1593 JW5264	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102	IPR004472;IPR027417;	ATP-binding;Biotin biosynthesis;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome	KW-0067; KW-0093; KW-0436; KW-0460; KW-0479; KW-0547; KW-0963; KW-1185
P05804	BGLR_ECOLI	603	b1617 JW1609	GO:0004566; GO:0005829; GO:0019391; GO:0030246; GO:0032991; GO:0042802	IPR036156;IPR008979;IPR006101;IPR023232;IPR006103;IPR023230;IPR006102;IPR006104;IPR017853;IPR013783;	3D-structure;Direct protein sequencing;Glycosidase;Hydrolase;Reference proteome	KW-0002; KW-0326; KW-0378; KW-0903; KW-1185
P69853	DMSD_ECOLI	204	b1591 JW5262	GO:0005048; GO:0005737; GO:0031234; GO:0061077	IPR026269;IPR028611;IPR020945;IPR036411;	3D-structure;Cell inner membrane;Cell membrane;Chaperone;Cytoplasm;Direct protein sequencing;Membrane;Reference proteome	KW-0002; KW-0143; KW-0472; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185
P0AEG6	DSBC_ECOLI	236	b2893 JW2861	GO:0003756; GO:0015035; GO:0030288; GO:0042597; GO:0046688; GO:0061077	IPR033954;IPR018950;IPR009094;IPR012336;IPR036249;IPR017937;IPR013766;	3D-structure;Direct protein sequencing;Disulfide bond;Periplasm;Redox-active center;Reference proteome;Signal	KW-0002; KW-0574; KW-0676; KW-0732; KW-0903; KW-1015; KW-1185
P23895	EMRE_ECOLI	110	b0543 JW0531	GO:0005886; GO:0005887; GO:0006805; GO:0006970; GO:0006974; GO:0015199; GO:0015220; GO:0015297; GO:0015871; GO:0016020; GO:0016021; GO:0022857; GO:0031460; GO:0042493; GO:0042802; GO:0042908; GO:0042910; GO:0055085; GO:1990961	IPR000390;	3D-structure;Antiport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0002; KW-0050; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P31119	AAS_ECOLI	719	b2836 JW2804	GO:0004467; GO:0005524; GO:0005886; GO:0006631; GO:0008654; GO:0008779; GO:0008922; GO:0016020; GO:0016021	IPR023775;IPR020845;IPR000873;IPR042099;IPR002123;	ATP-binding;Acyltransferase;Cell inner membrane;Cell membrane;Ligase;Membrane;Multifunctional enzyme;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix	KW-0012; KW-0067; KW-0436; KW-0472; KW-0511; KW-0547; KW-0808; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185
P46478	AAEX_ECOLI	67	b3242 JW5541	GO:0005886; GO:0016021	IPR012451;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-0812; KW-1003; KW-1133; KW-1185
P31440	ADEQ_ECOLI	444	b3664 JW5636	GO:0005345; GO:0005886; GO:0005887; GO:0015207; GO:0015853	IPR026033;IPR006043;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P26646	ACUI_ECOLI	324	b3253 JW3222	GO:0005737; GO:0043957	IPR014188;IPR013149;IPR013154;IPR011032;IPR036291;IPR020843;	3D-structure;Cytoplasm;NADP;Oxidoreductase;Reference proteome	KW-0002; KW-0521; KW-0560; KW-0963; KW-1185
P36675	ARFA_ECOLI	72	b4550 JW3253	GO:0000049; GO:0019843; GO:0043023; GO:0072344	IPR005589;	3D-structure;RNA-binding;Reference proteome;Translation regulation;rRNA-binding;tRNA-binding	KW-0002; KW-0694; KW-0699; KW-0810; KW-0820; KW-1185
P11447	ARLY_ECOLI	457	b3960 JW3932	GO:0004056; GO:0005829; GO:0042450	IPR029419;IPR009049;IPR024083;IPR020557;IPR000362;IPR022761;IPR008948;	3D-structure;Amino-acid biosynthesis;Arginine biosynthesis;Cytoplasm;Lyase;Reference proteome	KW-0002; KW-0028; KW-0055; KW-0456; KW-0963; KW-1185
P13016	AMPD_ECOLI	183	b0110 JW0106	GO:0005737; GO:0008745; GO:0009253; GO:0009254; GO:0009392; GO:0046872; GO:0071555	IPR036505;IPR002502;	Cell wall biogenesis/degradation;Cytoplasm;Hydrolase;Metal-binding;Reference proteome;Zinc	KW-0378; KW-0479; KW-0862; KW-0961; KW-0963; KW-1185
P76217	ASTD_ECOLI	492	b1746 JW5282	GO:0004029; GO:0004777; GO:0019544; GO:0019545; GO:0043824	IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;IPR017649;	Arginine metabolism;NAD;Oxidoreductase;Reference proteome;Stress response	KW-0056; KW-0346; KW-0520; KW-0560; KW-1185
P0A6D7	AROK_ECOLI	173	b3390 JW5947	GO:0000287; GO:0004765; GO:0005524; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0046677	IPR027417;IPR031322;IPR000623;IPR023000;	3D-structure;ATP-binding;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Cytoplasm;Direct protein sequencing;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase	KW-0002; KW-0028; KW-0057; KW-0067; KW-0418; KW-0460; KW-0479; KW-0547; KW-0808; KW-0903; KW-0963; KW-1185
P0ABA4	ATPD_ECOLI	177	b3735 JW3713	GO:0005886; GO:0015986; GO:0045261; GO:0046933; GO:0046961	IPR026015;IPR020781;IPR000711;	3D-structure;ATP synthesis;CF(1);Cell inner membrane;Cell membrane;Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transport	KW-0002; KW-0066; KW-0139; KW-0375; KW-0406; KW-0472; KW-0813; KW-0997; KW-1003; KW-1185
P17446	BETI_ECOLI	195	b0313 JW0305	GO:0000976; GO:0003677; GO:0003700; GO:0006355; GO:0006970; GO:0019285; GO:0045892	IPR039538;IPR023772;IPR009057;IPR001647;IPR036271;IPR017757;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0804; KW-0805; KW-1185
P77744	ABGR_ECOLI	302	b1339 JW1333	GO:0000976; GO:0003700; GO:0006355	IPR005119;IPR000847;IPR036388;IPR036390;	DNA-binding;Reference proteome;Transcription;Transcription regulation	KW-0238; KW-0804; KW-0805; KW-1185
P24224	ACPS_ECOLI	126	b2563 JW2547	GO:0000287; GO:0005737; GO:0006633; GO:0008897; GO:0016740; GO:0018070	IPR008278;IPR037143;IPR002582;IPR004568;	3D-structure;Cytoplasm;Direct protein sequencing;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Magnesium;Metal-binding;Reference proteome;Transferase	KW-0002; KW-0275; KW-0276; KW-0443; KW-0444; KW-0460; KW-0479; KW-0808; KW-0903; KW-0963; KW-1185
P0AB96	ARSC_ECOLI	141	b3503 JW3470	GO:0006974; GO:0008794; GO:0046685	IPR006659;IPR006660;IPR036249;	Arsenical resistance;Oxidoreductase;Reference proteome	KW-0059; KW-0560; KW-1185
P0A9H5	BTUR_ECOLI	196	b1270 JW1262	GO:0005524; GO:0005737; GO:0006779; GO:0008817; GO:0009236; GO:0019250	IPR003724;IPR025826;IPR027417;	ATP-binding;Cobalamin biosynthesis;Cytoplasm;Nucleotide-binding;Porphyrin biosynthesis;Reference proteome;Transferase	KW-0067; KW-0169; KW-0547; KW-0627; KW-0808; KW-0963; KW-1185
P06709	BIRA_ECOLI	321	b3973 JW3941	GO:0000984; GO:0003677; GO:0004077; GO:0005524; GO:0005737; GO:0006355; GO:0006768; GO:0009102; GO:0009305; GO:0009374; GO:0017053; GO:0042803	IPR030855;IPR004408;IPR004409;IPR003142;IPR004143;IPR013196;IPR008988;IPR036388;IPR036390;	3D-structure;ATP-binding;Biotin;DNA-binding;Ligase;Nucleotide-binding;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0002; KW-0067; KW-0092; KW-0238; KW-0436; KW-0547; KW-0678; KW-0804; KW-0805; KW-1185
P60584	CAIA_ECOLI	380	b0039 JW0038	GO:0003995; GO:0005737; GO:0009437; GO:0050660; GO:0052890	IPR006089;IPR006091;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR023450;	Cytoplasm;Direct protein sequencing;FAD;Flavoprotein;Oxidoreductase;Reference proteome	KW-0274; KW-0285; KW-0560; KW-0903; KW-0963; KW-1185
P0A964	CHEW_ECOLI	167	b1887 JW1876	GO:0005829; GO:0005886; GO:0006935; GO:0007165; GO:0009454; GO:0010864; GO:0019904; GO:0051286; GO:0051649; GO:0098561; GO:1901875	IPR039315;IPR036061;IPR002545;	3D-structure;Chemotaxis;Cytoplasm;Reference proteome	KW-0002; KW-0145; KW-0963; KW-1185
P30863	DKGB_ECOLI	267	b0207 JW0197	GO:0004033; GO:0005737; GO:0019853; GO:0047681; GO:0047834; GO:0051596; GO:1990002	IPR020471;IPR018170;IPR023210;IPR036812;	Ascorbate biosynthesis;Cytoplasm;NADP;Oxidoreductase;Reference proteome	KW-0060; KW-0521; KW-0560; KW-0963; KW-1185
P0A6L0	DEOC_ECOLI	259	b4381 JW4344	GO:0004139; GO:0005829; GO:0006974; GO:0009264; GO:0015949; GO:0016020; GO:0016052; GO:0016829; GO:0046386	IPR013785;IPR011343;IPR002915;IPR023649;	3D-structure;Acetylation;Cytoplasm;Direct protein sequencing;Lyase;Reference proteome;Schiff base	KW-0002; KW-0007; KW-0456; KW-0704; KW-0903; KW-0963; KW-1185
P45568	DXR_ECOLI	398	b0173 JW0168	GO:0019288; GO:0030145; GO:0030604; GO:0042802; GO:0051484; GO:0070402	IPR003821;IPR013644;IPR013512;IPR026877;IPR036169;IPR036291;	3D-structure;Cobalt;Isoprene biosynthesis;Magnesium;Manganese;Metal-binding;NADP;Oxidoreductase;Reference proteome	KW-0002; KW-0170; KW-0414; KW-0460; KW-0464; KW-0479; KW-0521; KW-0560; KW-1185
P52600	EMRY_ECOLI	512	b2367 JW2364	GO:0005886; GO:0005887; GO:0006974; GO:0015721; GO:0022857; GO:0046677; GO:0055085; GO:1990961	IPR004638;IPR011701;IPR020846;IPR036259;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P52697	6PGL_ECOLI	331	b0767 JW0750	GO:0005829; GO:0006006; GO:0006098; GO:0017057	IPR022528;IPR019405;IPR011045;IPR015943;	3D-structure;Acetylation;Carbohydrate metabolism;Glucose metabolism;Hydrolase;Reference proteome	KW-0002; KW-0007; KW-0119; KW-0313; KW-0378; KW-1185
P35340	AHPF_ECOLI	521	b0606 JW0599	GO:0000302; GO:0005829; GO:0008785; GO:0009321; GO:0015035; GO:0051287; GO:0071949	IPR044141;IPR044142;IPR012081;IPR036188;IPR023753;IPR002109;IPR008255;IPR012336;IPR036249;	3D-structure;Acetylation;Disulfide bond;FAD;Flavoprotein;NAD;NADP;Oxidoreductase;Redox-active center;Reference proteome	KW-0002; KW-0007; KW-0274; KW-0285; KW-0520; KW-0521; KW-0560; KW-0676; KW-1015; KW-1185
P77671	ALLB_ECOLI	453	b0512 JW0500	GO:0004038; GO:0005737; GO:0006145; GO:0008270; GO:0009442; GO:0050897	IPR017593;IPR006680;IPR011059;IPR032466;	3D-structure;Direct protein sequencing;Hydrolase;Metal-binding;Purine metabolism;Reference proteome;Zinc	KW-0002; KW-0378; KW-0479; KW-0659; KW-0862; KW-0903; KW-1185
P75681	AFUB_ECOLI	120	b0263 JW0255	GO:0005886; GO:0016021; GO:0055085	IPR000515;IPR035906;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185
P06720	AGAL_ECOLI	451	b4119 JW4080	GO:0004557; GO:0005829; GO:0005995; GO:0016616; GO:0030145; GO:0052692; GO:0070403	IPR019802;IPR001088;IPR022616;IPR015955;IPR036291;	Carbohydrate metabolism;Direct protein sequencing;Glycosidase;Hydrolase;Manganese;Metal-binding;NAD;Reference proteome	KW-0119; KW-0326; KW-0378; KW-0464; KW-0479; KW-0520; KW-0903; KW-1185
P0AAF3	ARAG_ECOLI	504	b1900 JW1888	GO:0005524; GO:0005829; GO:0005886; GO:0015612; GO:0016887; GO:0042882	IPR003593;IPR003439;IPR017871;IPR017917;IPR027417;	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Repeat;Sugar transport;Translocase;Transport	KW-0067; KW-0472; KW-0547; KW-0677; KW-0762; KW-0813; KW-0997; KW-1003; KW-1185; KW-1278
P62672	APAG_ECOLI	125	b0050 JW0049	GO:0070987	IPR007474;IPR036767;IPR023065;	Reference proteome	KW-1185
P0A6E1	AROL_ECOLI	174	b0388 JW0379	GO:0000287; GO:0004765; GO:0005524; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0046872	IPR027417;IPR031322;IPR000623;IPR027544;IPR023000;	ATP-binding;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Cytoplasm;Direct protein sequencing;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase	KW-0028; KW-0057; KW-0067; KW-0418; KW-0460; KW-0479; KW-0547; KW-0808; KW-0903; KW-0963; KW-1185
P0ABA6	ATPG_ECOLI	287	b3733 JW3711	GO:0005524; GO:0005886; GO:0015986; GO:0016020; GO:0042777; GO:0045261; GO:0046933; GO:0046961	IPR035968;IPR000131;IPR023632;	3D-structure;ATP synthesis;CF(1);Cell inner membrane;Cell membrane;Direct protein sequencing;Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transport	KW-0002; KW-0066; KW-0139; KW-0375; KW-0406; KW-0472; KW-0813; KW-0903; KW-0997; KW-1003; KW-1185
P76461	ATOB_ECOLI	394	b2224 JW2218	GO:0003985; GO:0005737; GO:0006635; GO:0032991; GO:0042802; GO:0043442	IPR002155;IPR016039;IPR020615;IPR020610;IPR020617;IPR020613;IPR020616;	3D-structure;Acyltransferase;Cytoplasm;Fatty acid metabolism;Lipid metabolism;Reference proteome;Transferase	KW-0002; KW-0012; KW-0276; KW-0443; KW-0808; KW-0963; KW-1185
P17445	BETB_ECOLI	490	b0312 JW0304	GO:0004029; GO:0005829; GO:0006970; GO:0008802; GO:0010165; GO:0019285; GO:0032991; GO:0042802; GO:0046872	IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;IPR011264;	Direct protein sequencing;Metal-binding;NAD;NADP;Oxidation;Oxidoreductase;Potassium;Reference proteome;Stress response	KW-0346; KW-0479; KW-0520; KW-0521; KW-0558; KW-0560; KW-0630; KW-0903; KW-1185
P0AB33	BSSS_ECOLI	84	b1060 JW5152	GO:0090609; GO:1900190	IPR025730;	Reference proteome	KW-1185
P42628	DLST_ECOLI	443	b3110 JW5519	GO:0005886; GO:0006865; GO:0009093; GO:0016021; GO:1901367		Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0029; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P0A6Y8	DNAK_ECOLI	638	b0014 JW0013	GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006260; GO:0008270; GO:0009408; GO:0016020; GO:0016234; GO:0016887; GO:0016989; GO:0032984; GO:0032991; GO:0034620; GO:0043531; GO:0044183; GO:0051082; GO:0051085; GO:0051087; GO:0065003	IPR043129;IPR012725;IPR018181;IPR029048;IPR029047;IPR013126;	3D-structure;ATP-binding;Acetylation;Cell inner membrane;Cell membrane;Chaperone;Cytoplasm;DNA replication;Direct protein sequencing;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Stress response	KW-0002; KW-0007; KW-0067; KW-0143; KW-0235; KW-0346; KW-0472; KW-0547; KW-0597; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185
P00370	DHE4_ECOLI	447	b1761 JW1750	GO:0004354; GO:0005737; GO:0005829; GO:0006537; GO:0042802	IPR006095;IPR033524;IPR006096;IPR006097;IPR014362;IPR036291;IPR033922;	3D-structure;Direct protein sequencing;NADP;Oxidoreductase;Reference proteome	KW-0002; KW-0521; KW-0560; KW-0903; KW-1185
P0ABT2	DPS_ECOLI	167	b0812 JW0797	GO:0003677; GO:0005737; GO:0006879; GO:0008199; GO:0009295; GO:0016020; GO:0016722; GO:0030261; GO:0042594; GO:0042802	IPR002177;IPR023188;IPR023067;IPR012347;IPR009078;IPR008331;	3D-structure;Cytoplasm;DNA condensation;DNA-binding;Direct protein sequencing;Iron;Iron storage;Metal-binding;Oxidoreductase;Reference proteome	KW-0002; KW-0226; KW-0238; KW-0408; KW-0409; KW-0479; KW-0560; KW-0903; KW-0963; KW-1185
P46481	AAEB_ECOLI	655	b3240 JW3209	GO:0005886; GO:0016021; GO:0022857; GO:0046942; GO:0055085	IPR006726;IPR023706;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P0AC28	5FCL_ECOLI	182	b2912 JW2879	GO:0005524; GO:0009396; GO:0022611; GO:0030272; GO:0035999	IPR002698;IPR024185;IPR037171;	ATP-binding;Ligase;Nucleotide-binding;Reference proteome	KW-0067; KW-0436; KW-0547; KW-1185
P42912	AGAI_ECOLI	251	b3141 JW3110	GO:0004342; GO:0005737; GO:0005829; GO:0005975; GO:0006043; GO:0006046; GO:0006048; GO:0019262; GO:0042802; GO:0043877	IPR006148;IPR004547;IPR018321;IPR037171;	Hydrolase;Reference proteome	KW-0378; KW-1185
P0AGE6	CHRR_ECOLI	188	b3713 JW3691	GO:0005829; GO:0006805; GO:0008753; GO:0010181; GO:0016491; GO:0050136	IPR029039;IPR005025;	3D-structure;FMN;Flavoprotein;NAD;NADP;Oxidoreductase;Reference proteome	KW-0002; KW-0285; KW-0288; KW-0520; KW-0521; KW-0560; KW-1185
P76291	CMOB_ECOLI	323	b1871 JW1860	GO:0002098; GO:0016765; GO:0032991; GO:0042802	IPR010017;IPR027555;IPR029063;	3D-structure;Reference proteome;Transferase;tRNA processing	KW-0002; KW-0808; KW-0819; KW-1185
P08622	DNAJ_ECOLI	376	b0015 JW0014	GO:0003756; GO:0005524; GO:0005737; GO:0005829; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0015035; GO:0016020; GO:0016032; GO:0016989; GO:0031072; GO:0032991; GO:0042026; GO:0051082; GO:0051085; GO:0051087; GO:0065003	IPR012724;IPR002939;IPR001623;IPR018253;IPR008971;IPR001305;IPR036410;IPR036869;	3D-structure;Chaperone;Cytoplasm;DNA replication;Direct protein sequencing;Metal-binding;Reference proteome;Repeat;Stress response;Zinc;Zinc-finger	KW-0002; KW-0143; KW-0235; KW-0346; KW-0479; KW-0677; KW-0862; KW-0863; KW-0903; KW-0963; KW-1185
P03007	DPO3E_ECOLI	243	b0215 JW0205	GO:0003677; GO:0003887; GO:0004527; GO:0005829; GO:0008408; GO:0044776; GO:0045004; GO:0046872	IPR006054;IPR006309;IPR013520;IPR012337;IPR036397;	3D-structure;DNA replication;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Magnesium;Manganese;Metal-binding;Nuclease;Nucleotidyltransferase;Reference proteome;Transferase	KW-0002; KW-0235; KW-0239; KW-0269; KW-0378; KW-0460; KW-0464; KW-0479; KW-0540; KW-0548; KW-0808; KW-1185
P00582	DPO1_ECOLI	928	b3863 JW3835	GO:0003677; GO:0003887; GO:0005737; GO:0005829; GO:0006260; GO:0006261; GO:0006281; GO:0006284; GO:0008408; GO:0008409	IPR002562;IPR020046;IPR002421;IPR036279;IPR019760;IPR001098;IPR043502;IPR020045;IPR018320;IPR002298;IPR008918;IPR029060;IPR012337;IPR036397;	3D-structure;DNA damage;DNA repair;DNA replication;DNA-binding;DNA-directed DNA polymerase;Direct protein sequencing;Exonuclease;Hydrolase;Nuclease;Nucleotidyltransferase;Reference proteome;Transferase	KW-0002; KW-0227; KW-0234; KW-0235; KW-0238; KW-0239; KW-0269; KW-0378; KW-0540; KW-0548; KW-0808; KW-0903; KW-1185
